smiles,gsk3
Cn1c(-c2ccc(Cl)cc2)nc2ncnc(N3CCCC3)c21,1
Nc1c(F)c(NCCNc2ccccn2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1
CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,1
OC1CCC(Nc2ncc(Br)c(NC34CC5CC(CC(O)(C5)C3)C4)n2)CC1,1
O=C(O)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3)n2)cc1,1
CCOC(=O)Cn1sc(=O)n(-c2ccc(C(=O)OCC)cc2)c1=O,1
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,1
COc1cccc(C2=C(c3cn(C)c4ccc(Cl)cc34)C(=O)NC2=O)c1,1
NS(=O)(=O)c1ccc(N=Nc2c(O)[nH]c3ccc(Cl)cc23)cc1,1
CC(C)Cn1c(-c2nonc2N)nc2ccccc21,1
CCC(C)Nc1nc(N)c([N+](=O)[O-])c(NCc2ccccc2)n1,1
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cc(Br)ccc2N1,1
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,1
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1,1
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,1
Sc1nnc2n1-c1nnc(S)n1-c1sc3c(c1-2)CCC3,1
CC(C)Oc1ccc(-c2noc(-c3ccc(NC4CCC(C(=O)O)C4)cc3)n2)cc1Cl,1
Cn1c(-c2nonc2N)nc2ccccc21,1
COc1cc(-c2[nH]nc3c2C(c2ccco2)C(C#N)C(=N)O3)cc(OC)c1OC,1
c1cc2[nH]ncc2cc1-n1cc(CC2CCCCC2)nn1,1
CCCCn1nc(NC(=O)c2cccs2)c2cc3cc(OC)ccc3nc21,1
Nc1nonc1-n1nnc(C(=O)NN=Cc2ccccc2)c1CN1CCc2ccccc21,1
Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,1
CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12,1
O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,1
Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,1
c1ccc(-n2sc(=NCc3cccnc3)nc2-c2cccc3ccccc23)cc1,1
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,1
CN(C)c1ccc2[nH]c(O)c(C=Nc3ccc(S(N)(=O)=O)cc3)c2c1,1
COc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1,1
CN1C(=O)CC(c2ccncc2)=NC1=NCC(=O)c1ccccc1F,1
CC(=O)Nc1cccc(-c2cnc3[nH]nc(C)c3c2)c1,1
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cccnc2N1,1
O=C(NCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccccc3)nc12,1
O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,1
O=C(NNC(=S)Nc1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccccc1,1
OC1CCC(Nc2ncc(C(F)(F)F)c(NC34CC5CC(CC(O)(C5)C3)C4)n2)CC1,1
O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1ccccc1,1
O=C(O)c1cc2c(-c3cccc(F)c3)cncc2s1,1
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,1
c1ccc(-c2nc(=NC3CCCCC3)sn2-c2ccccc2)cc1,1
COc1ccc(C2=NNC(=O)C2=NNc2ccc(C#N)cc2)cc1,1
NC(COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12,1
ON=Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,1
COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC,1
Cc1n[nH]c2c1C(c1ccccc1F)C1C(=O)CC(C)(C)CC1=N2,1
Fc1cccc(SCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,1
CSc1cc(NCc2cccnc2)n2ncc(Br)c2n1,1
Brc1c(Br)c(Br)c2n[nH]nc2c1Br,1
COc1cccc(-n2ncc3c(NN=Cc4ccc(N=S(C)(=O)O)cc4)ncnc32)c1,1
Cc1ccsc1C=NNc1ncnc2nc[nH]c12,1
NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,1
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,1
C=CCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,1
CC(C)N(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,1
OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12,1
O=C(NCc1ccncc1)c1ncoc1-c1cccc(O)c1,1
O=[N+]([O-])c1cccc(-c2nnc3ccc(N4CCCCC4)nn23)c1,1
Oc1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)no1,1
O=C(Nc1cnccn1)Nc1cccc2c(O)cccc12,1
O=C1NC(=O)C(c2cn(-c3cccnc3)c3ccccc23)=C1c1n[nH]c2ccccc12,1
Nc1nonc1-n1nnc(C(=O)NCc2ccncc2)c1CN1CCCCC1,1
Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12,1
COc1ccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc2c1,1
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,1
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12,1
Cc1n[nH]c2c1C(c1ccccc1C(F)(F)F)C1C(=O)CC(C)(C)CC1=N2,1
Cc1n[nH]c2c1C(c1ccccc1C(F)(F)F)C1C(=O)CC(C)(C)CC1=N2,1
COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C)c12,1
Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,1
Cc1n[nH]c2c1C(c1ccc(Cl)s1)C1C(=O)CC(C)(C)CC1=N2,1
NC(=O)c1cccc2[nH]c(-c3ccc(NC(=O)c4cccc(S(=O)(=O)N5CCOCC5)c4)cc3)nc12,1
O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,1
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,1
O=C1NN=C(c2ccccc2)C1=NNc1ccccc1Cl,1
CCOC(=O)CSc1ccc2nnc(-c3cccs3)n2n1,1
CC(C)(C)Nc1c(Nc2ccnc(Nc3ccc(-c4ccncc4)cc3)n2)c(=O)c1=O,1
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,1
Cn1cc(Nc2ncc(Br)c(NC3C4C=CC(C4)C3C(N)=O)n2)cn1,1
COc1ccc(-c2nc(=Nc3ccccc3)sn2-c2ccccc2)cc1,1
O=C(Nc1ncnc2oc(-c3ccc(F)cc3)cc12)C1CC1,1
Oc1nc2sc3c(c2c2nc(-c4cccnc4)nn12)CCCC3,1
COc1ccc(-c2nnc(SCc3ccccc3)o2)cc1,1
CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(C#N)cn1c23,1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,1
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN)cnc(N)c34)cc2)c1,1
Cc1ccc(-c2ccc3occ(-c4ccncc4)c3c2)o1,1
Cc1nccn2c(-c3ccnc(NCC(C)(C)C(=O)O)n3)c(-c3ccc(F)cc3F)nc12,1
COc1ccncc1-c1n[nH]c(O)c1N=Nc1cccnc1,1
CC(C)Cc1nc(O)cc(-c2ccncc2)n1,1
c1ccc(-c2nc(=NCc3cccnc3)sn2-c2cccc3ccccc23)cc1,1
Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,1
O=C1Nc2ccc3ncsc3c2C1C=Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1
Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,1
Cc1n[nH]c2ncc(-c3cc(OCC(N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,1
N#Cc1ccc(C(=O)C(Br)Br)cc1,1
COc1ccc(C=NNC(=O)c2ccncc2)cc1,1
O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(F)c(Cl)c3)nc12,1
O=CC(O)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,1
