ori_mol,backbone,side_chain,label
CCCCNc1cc(-c2c[nH]c3ncccc23)ncn1,c1cnc2[nH]cc(-c3ccncn3)c2c1,CCCCN,1
O=C1C(c2c(O)[nH]c3ncccc23)=Nc2ccccc21,Oc1cc2cccnc2[nH]1,O=C1C=Nc2ccccc21,1
CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1,Nc1nc(NC2CC2)c2nc[nH]c2n1,CCN(C(C)=O)c1ccccc1,1
COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O,O=C1C=C(c2cn(CCCO)c3ncccc23)C(=O)N1,COc1ccccc1,1
COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O,COc1ccccc1C1=CC(=O)NC1=O,OCCCn1ccc2cccnc21,1
O=C1NC(=O)C(c2cnc3cccnn23)=C1C1=CN2CCN(C(=O)N3CCCCC3)CC3=CC=CC1C32,O=C1C=C(C2=CN3CCN(C(=O)N4CCCCC4)CC4=CC=CC2C43)C(=O)N1,c1cnn2ccnc2c1,1
CN=C(NC#N)SCC(=O)c1ccc(Cl)cc1Cl,CC(=O)c1ccc(Cl)cc1Cl,CN=C(S)NC#N,1
CN=C(NC#N)SCC(=O)c1ccc(Cl)cc1Cl,O=Cc1ccc(Cl)cc1Cl,CN=C(NC#N)SC,1
CN=C(NC#N)SCC(=O)c1ccc(Cl)cc1Cl,CN=C(NC#N)SCC=O,Clc1cccc(Cl)c1,1
CN=C(NC#N)SCC(=O)c1ccc(Cl)cc1Cl,O=C(CS)c1ccc(Cl)cc1Cl,CN=CNC#N,1
c1ccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)cc1,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,c1ccccc1,1
Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,Cc1cc2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,c1ccc(COc2ccccc2)cc1,1
Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCCCC1,C1CCNC1,1
O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,Fc1ccccc1-c1ccccn1,O=C1NCCc2[nH]ccc21,1
Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)[nH]n1,Nc1nc(-c2ccccc2)nc2ccccc12,Cc1cc[nH]n1,1
Cc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,Fc1ccc(-c2cnnn2Cc2ccccc2)cc1,Cc1n[nH]c2ccccc12,1
CC(N)COc1cnc(Cl)c(C=Cc2ccncc2)c1,CC(N)COc1ccc(Cl)nc1,C=Cc1ccncc1,1
CCCNC(=O)c1ccc(Nc2nc(CC)c3ccnc-3[nH]2)cc1,CCCNC(=O)c1ccc(N)cc1,CCc1nc[nH]c2nccc1-2,1
CN1CCN(CCCn2nc(C3=C(c4cn(-c5ccc6ccccc6c5)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,CN1CCNCC1,1
CN1CCN(CCCn2nc(C3=C(c4cn(-c5ccc6ccccc6c5)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,O=C1NC(=O)C(c2cn(-c3ccc4ccccc4c3)c3ccccc23)=C1c1n[nH]c2ccccc12,CCCN1CCN(C)CC1,1
COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(N)=S)cc3)c2cc1OC,Cc1ccccc1C=O,1
COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC=S)cc3)c2cc1OC,Cc1ccccc1C(N)=O,1
COc1ccc2[nH]cc(C=C3C(=O)Nc4ccccc43)c2c1,COc1ccc2[nH]ccc2c1,C=C1C(=O)Nc2ccccc21,1
CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2ccc(OCC(N)=O)cc2)n1,CC(C)(C)c1cc(NC=O)n(-c2ccc(OCC(N)=O)cc2)n1,O=Cc1cccc2ccccc12,1
O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,Nc1ncc2nnn(-c3ccccc3)c2n1,O=C(O)CCc1ccccc1,1
O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,CCC(=O)O,1
O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,O=C(O)CCc1ccc(Nc2ncc3nn[nH]c3n2)cc1,c1ccccc1,1
CCCC(=O)Nc1[nH]nc2c(Cl)c(Cl)c(-c3ccccc3)cc12,CCCC(=O)Nc1[nH]nc2c(Cl)c(Cl)ccc12,c1ccccc1,1
CCCC(=O)Nc1[nH]nc2c(Cl)c(Cl)c(-c3ccccc3)cc12,Nc1[nH]nc2c(Cl)c(Cl)c(-c3ccccc3)cc12,CCCC=O,1
CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,CCNCC,1
CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,CCN(CC)Cc1ccc(Nc2ncccn2)cc1,c1cnn2nccc2c1,1
Oc1n[nH]cc1N=Nc1ccccc1Cl,Nc1ccccc1Cl,Nc1c[nH]nc1O,1
O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])C1=Nc1cc(Cl)c(O)c(Cl)c1,N=C1C(=O)NC(=O)C1c1ccccc1[N+](=O)[O-],Oc1c(Cl)cccc1Cl,1
O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])C1=Nc1cc(Cl)c(O)c(Cl)c1,O=C1CC(c2ccccc2[N+](=O)[O-])C(=O)N1,Nc1cc(Cl)c(O)c(Cl)c1,1
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,CN(C)c1cc2sncc2cc1N,O=CC(=O)O,1
Cc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,CNc1ccc2nnc(-c3ccccc3)n2n1,Cc1ccccc1,1
Cc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,c1ccc(-c2nnc3cccnn23)cc1,Cc1ccc(CN)cc1,1
COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,COc1cc(-c2csc3ccnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,C=CC(=O)NCCN(C)C,1
COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,COc1cc(-c2csc3c(C=CC=O)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,CN(C)CCN,1
O=[N+]([O-])c1cc(C=NO)ccc1N1CCCC1,O=[N+]([O-])c1cccc(C=NO)c1,C1CCNC1,1
Cc1n[nH]c2c1C(c1ccc(C(F)(F)F)cc1)C1C(=O)CC(C)(C)CC1=N2,Cc1n[nH]c2c1CC1C(=O)CC(C)(C)CC1=N2,FC(F)(F)c1ccccc1,1
Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c1,CCCN1CCN(c2cc(C)ccc2C)CC1,NC(=O)c1nc(-c2cncnc2)no1,1
Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c1,CCNC(=O)c1nc(-c2cncnc2)no1,Cc1ccc(C)c(N2CCN(C)CC2)c1,1
Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c1,CCN1CCN(c2cc(C)ccc2C)CC1,CNC(=O)c1nc(-c2cncnc2)no1,1
COc1cccc(-c2n[nH]c(O)c2N=Nc2cccnc2)c1,COc1cccc(-c2n[nH]c(O)c2N)c1,Nc1cccnc1,1
COc1cccc(-c2n[nH]c(O)c2N=Nc2cccnc2)c1,Oc1[nH]ncc1N=Nc1cccnc1,COc1ccccc1,1
COc1cccc(-c2n[nH]c(O)c2N=Nc2cccnc2)c1,COc1cccc(-c2cc(O)[nH]n2)c1,N=Nc1cccnc1,1
Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,Cc1ccccc1-c1c(C(=O)O)[nH]c2ccccc12,CCCOc1cccc2ccccc12,1
Cc1n[nH]c2c1C(c1ccccc1)C1C(=O)CC(C)(C)CC1=N2,Cc1n[nH]c2c1CC1C(=O)CC(C)(C)CC1=N2,c1ccccc1,1
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC(CN)c3ccccc3)cc21,CCn1c(-c2nonc2N)nc2cnc(OC(CN)c3ccccc3)cc21,C#CC(C)(C)O,1
Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ncnc4ccc(N)cc34)c2)c1,Nc1ccc2ncnc(Nc3cccc(NC=O)c3)c2c1,Cc1cccc(-n2nc(C(C)(C)C)cc2N)c1,1
N#Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,N#Cc1cccc(CSc2nnco2)c1,c1ccncc1,1
N#Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,Sc1nnc(-c2ccncc2)o1,Cc1cccc(C#N)c1,1
FC(F)(F)c1cccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)c1,c1ccc(-c2nn3ncccc3c2-c2ccncn2)cc1,Nc1cccc(C(F)(F)F)c1,1
FC(F)(F)c1cccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)c1,Nc1nccc(-c2c(-c3ccccc3)nn3ncccc23)n1,FC(F)(F)c1ccccc1,1
CCCC(=O)Nc1[nH]nc2cc(Cl)ccc12,Nc1[nH]nc2cc(Cl)ccc12,CCCC=O,1
O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,O=C(O)CO,1
O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,Nc1ncc2nnn(-c3ccccc3)c2n1,O=C(O)COc1ccccc1,1
Brc1cccc(-n2ncc3c(NN=Cc4ccncc4)ncnc32)c1,NNc1ncnc2c1cnn2-c1cccc(Br)c1,Cc1ccncc1,1
O=C(NCCCN1CCN(c2ccccc2F)CC1)c1nc(-c2cncnc2)no1,NCCCN1CCN(c2ccccc2F)CC1,O=Cc1nc(-c2cncnc2)no1,1
Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)cn1,O=CNc1cccnc1,1
Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C=O)n1,Nc1cccnc1,1
c1ccc(-c2nc3c(OC4CCCC4)ncnc3[nH]2)cc1,c1ccc(-c2nc3cncnc3[nH]2)cc1,OC1CCCC1,1
c1ccc(-c2nc3c(OC4CCCC4)ncnc3[nH]2)cc1,Oc1ncnc2[nH]c(-c3ccccc3)nc12,C1CCCC1,1
c1ccc(Cn2sc(=NCc3cccnc3)nc2-c2ccccc2)cc1,c1ccc(-c2nc(=NCc3cccnc3)s[nH]2)cc1,Cc1ccccc1,1
c1ccc(Cn2sc(=NCc3cccnc3)nc2-c2ccccc2)cc1,N=c1nc(-c2ccccc2)n(Cc2ccccc2)s1,Cc1cccnc1,1
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,O=CCc1ccccc1,1
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,O=CNc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,Cc1ccccc1,1
O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2ccc(Br)cc12,Brc1ccc2c(ccn2CCCn2ccnc2)c1,O=C1C=C(n2ccc3ncccc32)C(=O)N1,1
O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2ccc(Br)cc12,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1c[nH]c2ccc(Br)cc12,CCCn1ccnc1,1
O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2ccc(Br)cc12,O=C1C=C(c2cn(CCCn3ccnc3)c3ccc(Br)cc23)C(=O)N1,c1cnc2cc[nH]c2c1,1
COCC1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,COCC1COc2ccc(-c3nnc(SC)o3)cc2O1,N#Cc1ccccc1-c1ccccc1,1
O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])C1=Nc1cccc(O)c1,N=C1C(=O)NC(=O)C1c1ccccc1[N+](=O)[O-],Oc1ccccc1,1
Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1,C1CCNCC1,1
Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,Fc1ccc(-c2nc3occn3c2-c2ccncn2)cc1,NC1CCNCC1,1
COCCOc1cnn2ncc(-c3ccnc(Nc4cccc(OC)c4)n3)c2c1,COCCOc1cnn2ncc(-c3ccnc(N)n3)c2c1,COc1ccccc1,1
COc1ccccc1CCN(C)c1cc(-c2ccncn2)cc(=O)n1C,CN(C)c1cc(-c2ccncn2)cc(=O)n1C,COc1ccccc1C,1
COc1ccccc1CCN(C)c1cc(-c2ccncn2)cc(=O)n1C,CCN(C)c1cc(-c2ccncn2)cc(=O)n1C,COc1ccccc1,1
C=S(O)c1cccc(-c2coc3ccc(-c4ccc(C)o4)cc23)c1,Cc1ccc(-c2ccc3occc3c2)o1,C=S(O)c1ccccc1,1
NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,CC(N)C(=O)Nc1cncc(C=Cc2ccncc2)c1,c1ccc2[nH]ccc2c1,1
NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,Cc1cncc(NC(=O)C(N)Cc2c[nH]c3ccccc23)c1,Cc1ccncc1,1
O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccc(Cl)cc1,O=C1C=C(N2CCc3ccccc32)C(=O)N1,Clc1ccccc1,1
COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCNC(C)=O)cc2NC3=O)ccc1O,COc1cc(-c2ccc3c(c2)Nc2ccccc2NC3=O)ccc1O,CC(=O)NCCNC=O,1
COc1ccc(-c2[nH]nc(O)c2N=Nc2ccc(N(C)C)cc2)cc1OC,COc1ccc(-c2[nH]nc(O)c2N=N)cc1OC,CN(C)c1ccccc1,1
COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,COc1cc(C(=O)O)c(Cl)cc1NC(N)=O,N#Cc1cnccn1,1
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCNS(C)(=O)=O)cnc(N)c34)cc2)c1,C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,CNS(C)(=O)=O,1
COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2cccnc21,c1ccc(Nc2ncccn2)cc1,COCCn1ccc2cccnc21,1
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,NCC1CCN(c2ncnc3[nH]cnc23)CC1,Cc1ccc(Cl)cc1,1
COc1cccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)c1,COc1cccc(NC(=O)c2nccnc2N)c1,CN1CCN(S(=O)(=O)c2ccccc2)CC1,1
COc1cccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)c1,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(N)=O)n3)cc2)CC1,COc1ccccc1,1
Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)Nc3nc[nH]n3)cc12,Cc1c(C)n(Cc2ccccc2)c2ccc(C(N)=O)cc12,c1nc[nH]n1,1
Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)Nc3nc[nH]n3)cc12,Cc1c(C)n(C)c2ccc(C(=O)Nc3nc[nH]n3)cc12,c1ccccc1,1
NC1CCCCC1Nc1nccc(Nc2ccccc2C(=O)O)n1,Nc1nccc(Nc2ccccc2C(=O)O)n1,NC1CCCCC1,1
Clc1ccc(-c2[nH]c3nccnc3c2Cc2ccccc2)cc1,Cc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,c1ccccc1,1
Clc1ccc(-c2[nH]c3nccnc3c2Cc2ccccc2)cc1,c1ccc(Cc2c[nH]c3nccnc23)cc1,Clc1ccccc1,1
OCCCn1cnc(-c2ccccc2)c1-c1ccncc1,OCCCn1cnc(-c2ccccc2)c1,c1ccncc1,1
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,Nc1ncc2c(n1)-c1ccc(Cl)cc1C(c1c(F)cccc1F)=NC2,O=C(O)c1ccccc1,1
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CS(=O)(=O)N1CCC(Nc2nccc(N)n2)CC1,COc1ccc(F)c(F)c1C=O,1
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1,COc1ccc(F)c(F)c1,1
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,c1cnc2c(-c3ccsc3)cnn2c1,COc1ccccc1,1
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,COc1ccc(-c2cnc3ccnn3c2)cc1,c1ccsc1,1
COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,CCNc1cccc2ccccc12,1
Cc1[nH]nc2ccc(-c3cc(OCC(N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)nc12,c1ccoc1,1
NC(c1ccc(Cl)cc1)C1CCN(c2ncnc3[nH]ccc23)CC1,NC(c1ccc(Cl)cc1)C1CCNCC1,c1ncc2cc[nH]c2n1,1
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,c1ccc(-c2ccc(CSc3nnco3)cc2)cc1,c1ccc2c(c1)OCCO2,1
Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1,Nc1ncnc(Nc2ccc(O)c(CNC(=O)C(F)(F)F)c2)n1,Clc1ccccc1,1
COc1cccc(-n2ncc3c(NN=Cc4ccc(C#N)cc4)ncnc32)c1,N#Cc1ccc(C=NNc2ncnc3[nH]ncc23)cc1,COc1ccccc1,1
COc1cccc(-n2ncc3c(NN=Cc4ccc(C#N)cc4)ncnc32)c1,COc1cccc(-n2ncc3c(N)ncnc32)c1,N#Cc1ccc(C=N)cc1,1
CC(=O)N1CCc2c(sc(NC(=O)C3COc4ccccc4O3)c2C(N)=O)C1,CC(=O)N1CCc2c(sc(NC=O)c2C(N)=O)C1,c1ccc2c(c1)OCCO2,1
Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,Fc1ccc(-c2cc3cccnn3n2)cc1,c1ccc(Nc2ncccn2)cc1,1
CCOC(=O)CN=c1nc(-c2ccccc2)n(-c2ccccc2)s1,CCOC(=O)CN=c1nc(-c2ccccc2)[nH]s1,c1ccccc1,1
CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,CC1(C)COc2c(N)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,CCNc1ccccn1,1
CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,CC1(C)COc2cc(F)c(N)c3c(=O)c(C(=O)O)cn1c23,NCCNc1ccccn1,1
Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1,CCCN1CCN(c2ccc(C)cc2)CC1,NC(=O)c1nc(-c2cccnc2)no1,1
Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1,Cc1ccc(N2CCN(CCCNC=O)CC2)cc1,c1cncc(-c2ncon2)c1,1
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,Cn1c(=O)c(O)cc2cnc(NC3CCOCC3)nc21,Fc1cccc(F)c1,1
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,Nc1nc2cc(-c3cccnc3)ccn2n1,CC(C)(C)N[SH](=O)=O,1
COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1-c1ccncc1,CNC(=O)c1ncoc1-c1ccc(OC)c(-c2ccncc2)c1,c1ccncc1,1
Oc1cc(-c2ccncc2)nc(CCCc2ccccc2)n1,Oc1cc(-c2ccncc2)ncn1,CCCc1ccccc1,1
Oc1cc(-c2ccncc2)nc(CCCc2ccccc2)n1,CCCc1nc(O)cc(-c2ccncc2)n1,c1ccccc1,1
Cc1n[nH]c2ccc(-c3cc(OCC(N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,NC(COc1ccc(-c2ccoc2)nc1)Cc1c[nH]c2ccccc12,Cc1n[nH]c2cccnc12,1
COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,COc1cccc(C2=CC(=O)NC2=O)c1,Cn1ccc2ccc(F)cc21,1
COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,Cn1cc(C2=CC(=O)NC2=O)c2ccc(F)cc21,COc1ccccc1,1
COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,COc1ccc2c(-c3ccnc(N)n3)cnn2n1,FC(F)(F)Oc1ccccc1,1
COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,COc1ccccc1N1CCN(CCCNC(=O)c2ncno2)CC1,c1ccncc1,1
COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,CCN1CCN(c2ccccc2OC)CC1,CNC(=O)c1nc(-c2cccnc2)no1,1
COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,O=C(NCCCN1CCNCC1)c1nc(-c2cccnc2)no1,COc1ccccc1,1
COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,CCNC(=O)c1nc(-c2cccnc2)no1,COc1ccccc1N1CCN(C)CC1,1
CCOC(=O)c1cn(-c2ccc(O)cc2C)c2cc(-c3ccncc3)ccc2c1=O,CCOC(=O)c1c[nH]c2cc(-c3ccncc3)ccc2c1=O,Cc1cccc(O)c1,1
CCN(CC)c1ccc(C=NNc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,COc1cccc(-n2ncc3c(NN)ncnc32)c1,CCN(CC)c1ccc(C)cc1,1
CCCN1C(=O)CC(c2ccncc2)=NC1=CCCc1ccccc1,CCC=C1N=C(c2ccncc2)CC(=O)N1CCC,c1ccccc1,1
CCOC(=O)c1cnn2c(O)cc(-c3ccncc3)nc12,Oc1cc(-c2ccncc2)nc2ccnn12,CCOC=O,1
O=C(Nc1cccc(Cl)c1)Nc1nc(CCNc2ncnc3ccsc23)cs1,Cc1csc(NC(=O)Nc2cccc(Cl)c2)n1,CNc1ncnc2ccsc12,1
O=C(Nc1cccc(Cl)c1)Nc1nc(CCNc2ncnc3ccsc23)cs1,c1nc(NCCc2cscn2)c2sccc2n1,NC(=O)Nc1cccc(Cl)c1,1
COc1cc(C=NNC(=O)C2SC(=N)C(C#N)=C2C)ccc1O,CC1=C(C#N)C(=N)SC1C(N)=O,COc1cc(C=N)ccc1O,1
COc1cc(C=NNC(=O)C2SC(=N)C(C#N)=C2C)ccc1O,C=NNC(=O)C1SC(=N)C(C#N)=C1C,COc1ccccc1O,1
OCc1cc(-c2ccc3[nH]ncc3c2)on1,c1ccc2[nH]ncc2c1,OCc1ccon1,1
Cc1ccc(OCC(=O)NN=Cc2ccc(O)cc2)c([N+](=O)[O-])c1,Cc1ccc(OCC=O)c([N+](=O)[O-])c1,NN=Cc1ccc(O)cc1,1
