ori_mol,backbone,side_chain,label
O=C(NC(CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,OCCc1ccccc1,1
O=C(NC(CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,O=C(NC(CO)c1ccccc1)c1ccc[nH]1,Clc1cccc(-c2cn[nH]c2)c1,1
O=C(NC(CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,O=C(NC(CO)c1ccccc1)c1cc(-c2ccn[nH]2)c[nH]1,Clc1ccccc1,1
O=C(NC(CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Clc1cccc(-c2cn[nH]c2-c2cc[nH]c2)c1,O=CNC(CO)c1ccccc1,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cccc(-c3ccccc3)c12,O=Nc1c(O)[nH]c2cccc(-c3ccccc3)c12,Cc1cc(F)cc2c1OCOC2,1
C=S(O)(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,C=S(O)(O)=CCNCc1ccc(-c2ccc3ncncc3c2)o1,Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,1
C=S(O)(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,C=S(O)(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OC)c(Cl)c4)c3c2)o1,Fc1ccccc1,1
Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,c1ccc2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,Cc1ccccn1,1
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1,CCNC(=O)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)c1,C1COCCN1,1
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)c1ccco1,c1ccc(Nc2cc(-c3ccncc3)ccn2)cc1,NC(=O)c1ccco1,1
O=C(C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1)N1CCCC1,O=C(C1C=C(c2ccn[nH]2)C=N1)N1CCCC1,Clc1ccccc1,1
O=C(C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1)N1CCCC1,O=CC1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,C1CCNC1,1
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,CC1(C)Oc2ccc(Nc3nc(N)ncc3F)nc2NC1=O,COc1cccc(OC)c1OC,1
COC1C(N(C)C(=O)CCC(=O)NCCC(=O)NCCC(=O)NCCC(N)=O)CC2OC1(C)n1c3ccccc3c3c4c[nH]c(O)c4c4c5ccccc5n2c4c31,CCC(=O)N(C)C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c[nH]c(O)c4c4c5ccccc5n2c4c31,NC(=O)CCNC(=O)CCNC(=O)CCNC=O,1
CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,CNC(=O)CN1CCC(Nc2ncc(Cl)cn2)CC1,c1ccc2[nH]ccc2c1,1
CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,CNC(=O)CN1CCCCC1,1
c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,Oc1ccc(Nc2ncc(-c3ccccc3)s2)cc1,CCN1CCCC1,1
c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,c1csc(Nc2ccc(OCCN3CCCC3)cc2)n1,c1ccccc1,1
c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,c1ccc(OCCN2CCCC2)cc1,Nc1ncc(-c2ccccc2)s1,1
c1cc2ccc3ncc(-c4ccc(N5CCOCC5)cc4)cc3c2cn1,c1cnc2ccc3ccncc3c2c1,c1ccc(N2CCOCC2)cc1,1
O=C(Cc1cccc2cnccc12)Nc1scnc1-c1cscn1,CC(=O)Nc1scnc1-c1cscn1,c1ccc2cnccc2c1,1
COC(=O)c1ccccc1NC(=O)Cc1cccc2ccccc12,O=CCc1cccc2ccccc12,COC(=O)c1ccccc1N,1
CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,CCOC(=O)c1sccc1N,O=CCc1ccccc1,1
CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,O=C(Cc1ccccc1)Nc1ccsc1,CCOC=O,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,NC(=O)c1ccccc1,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3c(c2)OCO3)c1,NC(=O)c1ccccc1Nc1ccncc1,Nc1ccc2c(c1)OCO2,1
CCOc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,CCOc1ccc(-c2csc3ncncc23)cc1,O=C(O)CCS,1
CCOc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,O=C(O)CCSc1ncnc2sccc12,CCOc1ccccc1,1
CCOc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,CCOc1ccc(-c2csc3ncnc(S)c23)cc1,CCC(=O)O,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,Cc1ccc(C(=O)NC2CCN(C)CC2)cc1,COC(=O)c1ccccc1NC=O,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,Cc1ccc(C(=O)NC2CCN(CC(N)=O)CC2)cc1,COC(=O)c1ccccc1,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,COC(=O)c1ccccc1NC(=O)CN1CCCCC1,Cc1ccc(C(N)=O)cc1,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccc(C)cc2)CC1,COC(=O)c1ccccc1NC(=O)CN1CCC(N)CC1,Cc1ccc(C=O)cc1,1
COc1cccc(-c2cc(C(O)Nc3ccc(OC)c(OC)c3)on2)c1,COc1ccc(NC(O)c2ccno2)cc1OC,COc1ccccc1,1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1,CCCC(=O)NCCc1ccccc1,CCC1NC(=O)NC1C,1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1,CCNC(=O)CCCCCC1NC(=O)NC1C,c1ccccc1,1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1,CNC(=O)CCCCCC1NC(=O)NC1C,Cc1ccccc1,1
CC1NC(=O)NC1CCCCCC(=O)NCCc1ccccc1,CCCCCC(=O)NCCc1ccccc1,CC1CNC(=O)N1,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc(Cl)c(Cl)c4)nc4ccccc43)n2)C1,O=C(C1CC1)N1CCCC(Nc2nccc(-n3cnc4ccccc43)n2)C1,Clc1ccccc1Cl,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc(Cl)c(Cl)c4)nc4ccccc43)n2)C1,Nc1nccc(-n2c(-c3ccc(Cl)c(Cl)c3)nc3ccccc32)n1,O=C(C1CC1)N1CCCCC1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CS(=O)(=O)N1CCN(Cc2cc3ncnc(N4CCOCC4)c3s2)CC1,c1ccc2[nH]ncc2c1,1
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,COC(=O)c1c(C)csc1NC=O,Cc1cccc2nccnc12,1
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,COC(=O)c1c(C)csc1NC(C)=O,c1ccc2nccnc2c1,1
Cc1cccc2c1c(N=O)c(O)n2Cc1cc(F)cc2c1OCOC2,Cc1cccc2[nH]c(O)c(N=O)c12,Cc1cc(F)cc2c1OCOC2,1
Cc1cccc2c1c(N=O)c(O)n2Cc1cc(F)cc2c1OCOC2,Cc1cccc2c1c(N=O)c(O)n2C,Fc1ccc2c(c1)COCO2,1
O=C(C1CCC(Cn2c(=O)[nH]c3ccccc3c2=O)CC1)N1CCN(c2ccccc2)CC1,O=C(C1CCCCC1)N1CCN(c2ccccc2)CC1,Cn1c(=O)[nH]c2ccccc2c1=O,1
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCN2CCOCC2)n1,Nc1cc(-c2ccn(CCN3CCOCC3)n2)c(F)cn1,c1ccc(N2CCOCC2)cc1,1
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCN2CCOCC2)n1,Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1cc[nH]n1,CCN1CCOCC1,1
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCN2CCOCC2)n1,CCn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1,C1COCCN1,1
Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,Nc1ccc(-n2cnc(N3CCOCC3)n2)cc1,Cc1ccc(-c2cccc3cncnc23)cn1,1
O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1cc(Br)cs1,c1nc[nH]n1,1
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,O=C(Nc1cccc(Nc2ccncn2)c1)C1CC1,Nc1cccc(C(F)(F)F)c1,1
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,Nc1cc(Nc2cccc(NC(=O)C3CC3)c2)ncn1,FC(F)(F)c1ccccc1,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,Cc1ccc(OCCCN2CCCC2)cc1,COC(=O)c1c(C)csc1NC=O,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(O)cc1,CCCN1CCCC1,1
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,COC(=O)c1c(C)csc1NC=O,Cc1cccc2cnccc12,1
CCOC(=O)c1ccccc1NC(=O)CSc1ncc(C(=O)OCC)c(N)n1,CCOC(=O)c1cnc(SCC=O)nc1N,CCOC(=O)c1ccccc1N,1
CCOC(=O)c1ccccc1NC(=O)CSc1ncc(C(=O)OCC)c(N)n1,CCOC(=O)c1cnc(SCC(=O)Nc2ccccc2)nc1N,CCOC=O,1
N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,N#CC(c1ccncn1)c1nc2ccccc2s1,NCCc1cccnc1,1
CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,CCOC(=O)c1cscc1C1CC1,COc1ccc(CC(N)=O)cc1,1
CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,COc1ccc(CC(=O)Nc2cc(C3CC3)cs2)cc1,CCOC=O,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccccc2C)CC1,Cc1ccccc1C(=O)NC1CCN(CC(N)=O)CC1,COC(=O)c1ccccc1,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccccc2C)CC1,Cc1ccccc1C(=O)NC1CCN(C)CC1,COC(=O)c1ccccc1NC=O,1
COC(=O)c1ccccc1NC(=O)CN1CCC(NC(=O)c2ccccc2C)CC1,COC(=O)c1ccccc1NC(=O)CN1CCCCC1,Cc1ccccc1C(N)=O,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(NC(=O)c4ccccn4)c3c2)cc1,O=C(Nc1cccc2ncccc12)c1ccccn1,CS(=O)(=O)Nc1ccccc1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(NC(=O)c4ccccn4)c3c2)cc1,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(N)c3c2)cc1,O=Cc1ccccn1,1
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C(F)(F)F)cn1,Cn1cc(-c2ccc3cnc(Nc4ccccc4)nc3c2C(F)(F)F)cn1,c1nc(N2CCOCC2)n[nH]1,1
O=C(NC(CO)c1ccc(Cl)cc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=CC1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,NC(CO)c1ccc(Cl)cc1,1
O=C(NC(CO)c1ccc(Cl)cc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=C(NC(CO)c1ccc(Cl)cc1)C1C=CC=N1,Clc1cccc(-c2cn[nH]c2)c1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,COc1ccc(Nc2ncc3nc(N)n(C4CCOCC4)c3n2)cc1,Fc1ccccc1,1
O=C(NC(CO)c1ccccc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=CC1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,NC(CO)c1ccccc1,1
O=C(NC(CO)c1ccccc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=C(NC(CO)c1ccccc1)C1C=C(c2ccn[nH]2)C=N1,Clc1ccccc1,1
O=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,O=C1C=CC(c2nc(-c3ccc(F)cc3)c[nH]2)=CC1,c1ccncc1,1
O=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,O=C1C=CC(c2ncc(-c3ccncc3)[nH]2)=CC1,Fc1ccccc1,1
O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccco2)CC1)c1ccc(Br)o1,Clc1ccccc1N1CCN(Cc2ccco2)CC1,NC(=O)c1ccc(Br)o1,1
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CCN1CCN(Cc2ccc(NC(=O)Nc3ccccc3)cc2C(F)(F)F)CC1,CNc1cc(O)ncn1,1
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CNc1cc(Oc2ccc(NC(=O)Nc3ccc(C)c(C(F)(F)F)c3)cc2)ncn1,CCN1CCNCC1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc[nH]2)CC1,C=CCN1CCN(c2c(Cl)cccc2NC=O)CC1,c1cc[nH]c1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,Nc1cc(Oc2ccc(Br)cc2)ncc1C(F)(F)F,NC(=O)c1ccccc1,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCN(C(=O)CCN1CCCCC1)C2,N#Cc1csc2c1CCN(C(=O)CCN1CCCCC1)C2,NC(=O)c1cccc2ccccc12,1
CCNC(=O)N1CC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,CCNC(=O)N1CCC1,1
CCNC(=O)N1CC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,Clc1cncnc1-c1c[nH]c2ccccc12,CCNC(=O)N1CC(N)C1,1
CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,CC(C)Nc1ncc2ncn(C3CCCC3)c2n1,Nc1ccccc1F,1
CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,CC(C)Nc1ncc2nc(Nc3ccccc3F)[nH]c2n1,C1CCCC1,1
NC(=O)C(NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,NC(=O)Cc1ccccc1,1
CCNC(=O)N1CCCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,CCNC(=O)N1CCCC(Nc2ncc(Cl)cn2)C1,c1ccc2[nH]ccc2c1,1
CCNC(=O)N1CCCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,Clc1cncnc1-c1c[nH]c2ccccc12,CCNC(=O)N1CCCC(N)C1,1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,CNC(=O)c1ccccc1Sc1ccc2c(C)[nH]nc2c1,Cc1ccccn1,1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,C(=Cc1[nH]nc2ccccc12)c1ccccn1,CNC(=O)c1ccccc1S,1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,CNC(=O)c1ccccc1Sc1ccc2c[nH]nc2c1,C=Cc1ccccn1,1
C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,C#CCN1CCN(c2c(F)cccc2NC=O)CC1,Brc1ccco1,1
C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,C#CCN1CCN(c2ccccc2F)CC1,NC(=O)c1ccc(Br)o1,1
CC(Sc1ccc2ccccc2n1)C(=O)O,c1ccc2ncccc2c1,CC(S)C(=O)O,1
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,CCNC(=O)N1CCC(Nc2ncc(Cl)cn2)C1,c1ccc2[nH]ccc2c1,1
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)ncc2F)n1,Fc1ccc(Nc2ccc(-n3cnc(-c4ccccn4)n3)cc2)nc1,Cn1cccn1,1
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)ncc2F)n1,Cn1ccc(-c2cc(Nc3ccccc3)ncc2F)n1,c1ccc(-c2nc[nH]n2)nc1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,O=C(Nc1cccc(Cl)c1)c1cnc(Br)s1,C=CCN1CCNCC1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,C=CCN1CCN(c2c(Cl)cccc2NC=O)CC1,Brc1nccs1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,C=CCN1CCN(c2c(N)cccc2Cl)CC1,O=Cc1cnc(Br)s1,1
Oc1ccc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(NC4CCOCC4)n3)c2c1,Oc1ccc2ncn(-c3ccnc(NC4CCOCC4)n3)c2c1,c1ccc2ccccc2c1,1
O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,O=Cc1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,NCc1ccc(F)c(F)c1,1
O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Clc1cccc(-c2cn[nH]c2-c2cc[nH]c2)c1,O=CNCc1ccc(F)c(F)c1,1
CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,CC(C)(O)c1ccc(-c2cnc3c(n2)NCC(=O)N3)cn1,CC1CCOCC1,1
Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,Nc1ccc(-n2cnc(N3CCOCC3)n2)cc1,Cn1cc(-c2cccc3cncnc23)cn1,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2S(=O)(=O)c1ccccc1,N#Cc1c(N)sc2c1CCCN2S(=O)(=O)c1ccccc1,O=Cc1cccc2ccccc12,1
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,NC(=O)CN1C(=O)CCc2ccccc21,Clc1cscc1-c1ncn[nH]1,1
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,CC(=O)Nc1scc(Cl)c1-c1ncn[nH]1,O=C1CCc2ccccc2N1,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4cc(O)ccc43)n2)C1,Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCCNC2)n1,O=CC1CC1,1
CC(C)OC(=O)c1sccc1NC(=O)Cc1ccccc1,CC(C)OC(=O)c1cccs1,NC(=O)Cc1ccccc1,1
CC(C)OC(=O)c1sccc1NC(=O)Cc1ccccc1,CC(C)OC(=O)c1sccc1NC=O,Cc1ccccc1,1
O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,O=c1ccoc2c1ccc1ccccc12,C1COCCN1,1
COc1ccc(COCC2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,COc1ccc(COCC2CCc3ncc(-c4ccnc(N)n4)n32)cc1,Fc1ccccc1,1
COc1ccc(COCC2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,CC1CCc2nc(-c3ccc(F)cc3)c(-c3ccnc(N)n3)n21,COc1ccc(CO)cc1,1
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc23)cc1F,COc1ccc(-c2cccc3cncnc23)cc1F,Nc1ccc(-n2cnc(-c3ccccn3)n2)cc1,1
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc23)cc1F,COc1ccc(-c2cccc3cnc(N)nc23)cc1F,c1ccc(-n2cnc(-c3ccccn3)n2)cc1,1
O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,O=CNc1cccc(Cl)c1N1CCN(C2CC2)CC1,Brc1ccco1,1
O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,Nc1cccc(Cl)c1N1CCN(C2CC2)CC1,O=Cc1ccc(Br)o1,1
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N)nc21,OCCCCCO,1
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,Cn1c(=O)c(O)cc2cnc(NC(CCO)CCO)nc21,Fc1cccc(F)c1,1
N#Cc1cc(-c2ccnc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)n2)cc(N2CCOCC2)c1,N#Cc1cc(-c2ccnc(Nc3ccccc3)n2)cc(N2CCOCC2)c1,c1ccc(-c2nc[nH]n2)nc1,1
O=C(NOCc1ccccc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=C(NO)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,Cc1ccccc1,1
O=C(NOCc1ccccc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,O=CC1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,NOCc1ccccc1,1
CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,COc1ccc(CC(N)=O)cc1,CCc1cscc1C(=O)OC,1
