smiles,jnk3
O=Nc1c(O)n(Cc2ccc(F)cc2)c2ccccc12,1
CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,1
Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)n1,1
O=C(NC(CO)c1ccc(F)c(F)c1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,1
Nc1ncnc2c1cnn2-c1ccccc1,1
CNCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,1
NC(=O)C(NC(=O)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1)c1ccccc1,1
Clc1ccc2[nH]c3c(c2c1)CCc1c[nH]nc1-3,1
N#CC(c1ccnc(NCCc2c[nH]cn2)n1)c1nc2ccccc2s1,1
CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,1
O=C(Nc1cccc(Cl)c1N1CCN(c2ccccn2)CC1)c1ccc(Br)o1,1
COc1ccc(CNC(=O)c2cc(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]2)cc1,1
Oc1[nH]c2ccc(Br)cc2c1Cc1cc2c([nH]1)=CCCC=2,1
CN1CCN(c2ncn(-c3ccc(Nc4nccc(-c5cc(F)cc(N6CCOCC6)c5)n4)cc3)n2)CC1,1
c1ccc2cc(-n3nccc3-c3ccncc3)ccc2c1,1
Oc1nnc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,1
Cc1ccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)cn1,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,1
OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,1
COc1cccc(-c2cc(C(O)Nc3ccc(C(C)=O)cc3)on2)c1,1
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,1
CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,1
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(F)cn2)cc1,1
CN(C)CC(=O)N1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1,1
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,1
COc1cc(C(=O)NCc2cn3ccccc3n2)cc(OC)c1OC,1
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,1
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCCCC4)c3)ccc2c1,1
COc1ccc(Oc2cc(Nc3cccc(Cl)c3C(N)=O)c(C(F)(F)F)cn2)cc1,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc3ccccc3c2)c1,1
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1
Oc1nnc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,1
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CCc3ccccc3)c2)[nH]1,1
Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cccc(Br)c12,1
COC(=O)c1cc(Br)c(=O)n(Cc2ccc3c(c2)OCO3)c1,1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,1
Oc1nnc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,1
O=C(NCCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,1
c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,1
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)c(Cl)c1,1
Cc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)ccc1N1CCOCC1,1
NC(=O)c1cc(Cc2ccccc2)sc1NC(=O)c1ccco1,1
Oc1nnc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccc(O)cc43)n2)C1,1
Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,1
O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccno2)CC1,1
CN(C)C(=O)c1ccc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc1,1
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,1
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,1
CC(C)Nc1cc(-c2nc3ccccc3nc2-c2ccc(F)cc2)ccn1,1
Cc1cccc(NC(=O)c2ccc(Cc3ccccc3)o2)c1N1CCC2(CC1)OCCO2,1
Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,1
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,1
Cc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3C)c2)ccn1,1
N#Cc1c(NC(=O)c2ccsc2)sc2c1CCCC2,1
c1ccc2cc(-n3ccnc3-c3ccncc3)ccc2c1,1
O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,1
NC1=CC=C2SN=C3c4ccccc4C(=O)C1C23,1
COc1ccc(Oc2cc(Nc3ccccc3-c3ncn[nH]3)c(Cl)cn2)cc1,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cc[nH]n4)ccn3)cc2)n1,1
CC(C)c1noc(-c2ccc(F)cc2)c1-c1ccncc1,1
CNC(=O)C1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,1
O=c1c(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3)c2)oc2ccccc12,1
COc1cc2c(cc1Cl)C(c1ccc(F)cc1)=NCC2,1
CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)nc(O)c12,1
COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1,1
CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21,1
O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,1
Cn1cc(-c2conc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,1
COc1cc2c(cc1Cl)C(c1cccc(Cl)c1F)=NCC2,1
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,1
COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CCCCC2)c1,1
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,1
c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1,1
O=c1n(C2CCN(CC(F)(F)F)CC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,1
O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,1
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(O)[nH]cc4c4c5ccccc5n2c4c31,1
O=Nc1c(O)n(Cc2ccccc2F)c2ccccc12,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc3c(c2)OCO3)ncc1C(F)(F)F,1
COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccc(Cl)cc2)cc1,1
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,1
CCC(=O)Nc1ccc2c(N=O)c(O)n(Cc3cc(F)cc4c3OCOC4)c2c1,1
CN(C)S(=O)(=O)c1ccc2[nH]c(O)c(Cc3cc4c([nH]3)=CCCC=4)c2c1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(C(N)=O)CC4)c3n2)cc1,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3CCCO3)c2)[nH]1,1
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(N3CCOCC3)cc2n1,1
Cc1cccc(Nc2ccc3c(cnn3-c3cccc(C(=O)NCCN4CCN(C5CCC5)CC4)c3)c2)c1Cl,1
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCCc3cccs3)c2)[nH]1,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c1C,1
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1
Oc1nnc(-c2ccnc(NC3CCCOC3)c2)n1-c1ccc2ccccc2c1,1
Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1nccs1,1
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
NC1CCC(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,1
Fc1cccc(Nc2cc(-n3cccn3)ncn2)c1,1
CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1,1
Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCCNC2)c1,1
O=C(NCCO)c1cccc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(-n3nc(C)nc3C)cc2)ncc1C(F)(F)F,1
C[SH](=O)(O)N=C1CCC(Nc2nccc(-n3nnc4ccccc43)n2)CC1,1
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1
Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,1
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2F)n1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1,1
O=C(NCCN1CCOCC1)c1cccc(-n2ncc3cc(Nc4ccccc4)cnc32)c1,1
O=C(NCC1CCCO1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
Cc1cccc(Cn2c(O)c(N=O)c3ccccc32)c1,1
COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)cc1,1
NC1CCC(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,1
O=C(Cn1c(=O)ccc2ccc(OC(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,1
Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,1
O=Nc1c(O)n(Cc2cccc(Cl)c2)c2ccccc12,1
CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,1
Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cn1,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1
CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,1
COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cc(Br)ccc12,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,1
CCN(CC)S(=O)(=O)c1ccc2nc(COC(=O)c3n[nH]c4ccccc34)[nH]c2c1,1
O=C(O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,1
CN1CCN(CCNC(=O)c2cccc(-n3ncc4cc(Nc5c(Cl)cccc5Cl)ccc43)c2)CC1,1
CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4cccnc4)ccn3)cc2)n1,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,1
